TeamID,TeamName,Conference,season,score
1610612748,heat,East,2007,0.176502976
1610612739,cavaliers,East,2007,0.080833333
1610612746,clippers,West,2007,0.0
1610612737,hawks,East,2007,0.033333333
1610612740,pelicans,West,2007,0.266666667
1610612753,magic,East,2007,0.221428571
1610612738,celtics,East,2007,0.175984848
1610612751,nets,East,2007,0.091202301
1610612759,spurs,West,2007,0.037656926
1610612750,timberwolves,West,2007,0.0
1610612743,nuggets,West,2007,0.0
1610612762,jazz,West,2007,0.0
1610612761,raptors,East,2007,0.0
1610612755,76ers,East,2007,0.0
1610612763,grizzlies,West,2007,0.0
1610612742,mavericks,West,2007,0.0
1610612749,bucks,East,2007,0.0
1610612741,bulls,East,2007,-0.042180736
1610612766,hornets,East,2007,0.0
1610612744,warriors,West,2007,-0.103571429
1610612747,lakers,West,2007,0.102864583
1610612745,rockets,West,2007,-0.2
1610612765,pistons,East,2007,0.0
1610612760,thunder,West,2007,0.21369
1610612754,pacers,East,2007,0.0
1610612764,wizards,East,2007,0.0
1610612758,kings,West,2007,0.0
1610612757,trail blazers,West,2007,0.131894841
1610612756,suns,West,2007,0.082676458
1610612752,knicks,East,2007,0.172523713
1610612759,spurs,West,2008,0.086666667
1610612749,bucks,East,2008,0.017171717
1610612765,pistons,East,2008,0.5
1610612742,mavericks,West,2008,0.16
1610612747,lakers,West,2008,0.235119048
1610612760,thunder,West,2008,0.0
1610612755,76ers,East,2008,-0.12
1610612739,cavaliers,East,2008,0.038035714
1610612761,raptors,East,2008,0.0
1610612754,pacers,East,2008,0.0
1610612762,jazz,West,2008,0.0
1610612752,knicks,East,2008,0.062982454
1610612743,nuggets,West,2008,0.098202652
1610612757,trail blazers,West,2008,0.5
1610612741,bulls,East,2008,0.042424242
1610612766,hornets,East,2008,0.0
1610612750,timberwolves,West,2008,0.0
1610612753,magic,East,2008,0.271442551
1610612764,wizards,East,2008,0.0
1610612751,nets,East,2008,0.160072314
1610612746,clippers,West,2008,-0.090509259
1610612758,kings,West,2008,-0.013194444
1610612745,rockets,West,2008,-0.042207792
1610612744,warriors,West,2008,-0.129166667
1610612737,hawks,East,2008,0.15
1610612740,pelicans,West,2008,0.0
1610612748,heat,East,2008,0.266666667
1610612763,grizzlies,West,2008,0.0
1610612738,celtics,East,2008,-0.014583333
1610612756,suns,West,2008,0.077108844
1610612745,rockets,West,2009,-0.027083333
1610612742,mavericks,West,2009,0.0
1610612754,pacers,East,2009,0.0
1610612755,76ers,East,2009,0.0
1610612757,trail blazers,West,2009,0.245833333
1610612761,raptors,East,2009,0.25
1610612764,wizards,East,2009,0.098148148
1610612762,jazz,West,2009,0.0
1610612758,kings,West,2009,0.267857143
1610612743,nuggets,West,2009,-0.007142857
1610612752,knicks,East,2009,0.132227752
1610612747,lakers,West,2009,0.084348216
1610612763,grizzlies,West,2009,0.244166667
1610612756,suns,West,2009,0.290512821
1610612753,magic,East,2009,0.145818388
1610612750,timberwolves,West,2009,0.10072601
1610612766,hornets,East,2009,0.0
1610612738,celtics,East,2009,0.124196429
1610612751,nets,East,2009,0.127407449
1610612759,spurs,West,2009,0.113474026
1610612740,pelicans,West,2009,0.105194805
1610612739,cavaliers,East,2009,0.190248316
1610612737,hawks,East,2009,0.0
1610612741,bulls,East,2009,0.0
1610612760,thunder,West,2009,-0.033333333
1610612746,clippers,West,2009,0.094187257
1610612748,heat,East,2009,-0.083832071
1610612749,bucks,East,2009,0.107962963
1610612765,pistons,East,2009,0.124351852
1610612744,warriors,West,2009,0.0
1610612738,celtics,East,2010,0.170111833
1610612754,pacers,East,2010,0.136363636
1610612756,suns,West,2010,0.0
1610612766,hornets,East,2010,0.068238
1610612764,wizards,East,2010,0.061354167
1610612752,knicks,East,2010,0.057385372
1610612755,76ers,East,2010,0.0
1610612743,nuggets,West,2010,0.094072671
1610612744,warriors,West,2010,0.22
1610612747,lakers,West,2010,0.100735931
1610612757,trail blazers,West,2010,0.003030303
1610612741,bulls,East,2010,0.159594707
1610612753,magic,East,2010,0.095925325
1610612750,timberwolves,West,2010,-0.06625
1610612751,nets,East,2010,0.105002917
1610612758,kings,West,2010,0.0
1610612746,clippers,West,2010,0.0
1610612748,heat,East,2010,0.129289994
1610612760,thunder,West,2010,-0.039404762
1610612737,hawks,East,2010,0.114583333
1610612745,rockets,West,2010,0.136363636
1610612761,raptors,East,2010,0.217361111
1610612762,jazz,West,2010,-0.054545455
1610612739,cavaliers,East,2010,0.197590892
1610612749,bucks,East,2010,0.014676677
1610612763,grizzlies,West,2010,-0.1
1610612742,mavericks,West,2010,0.326666667
1610612740,pelicans,West,2010,0.237916667
1610612759,spurs,West,2010,0.0
1610612765,pistons,East,2010,-0.029786756
1610612743,nuggets,West,2011,0.151704545
1610612752,knicks,East,2011,0.080049978
1610612745,rockets,West,2011,0.06875
1610612753,magic,East,2011,0.171241497
1610612762,jazz,West,2011,0.062412587
1610612750,timberwolves,West,2011,0.26625
1610612747,lakers,West,2011,0.074921708
1610612744,warriors,West,2011,0.143695446
1610612738,celtics,East,2011,0.098863636
1610612766,hornets,East,2011,0.076962
1610612765,pistons,East,2011,-0.032272727
1610612751,nets,East,2011,0.081338206
1610612756,suns,West,2011,0.305654161
1610612759,spurs,West,2011,0.247192982
1610612740,pelicans,West,2011,0.109919525
1610612739,cavaliers,East,2011,0.128935185
1610612737,hawks,East,2011,0.18125
1610612746,clippers,West,2011,0.162264453
1610612741,bulls,East,2011,0.228551587
1610612764,wizards,East,2011,0.0
1610612758,kings,West,2011,0.077169562
1610612742,mavericks,West,2011,0.094831388
1610612754,pacers,East,2011,0.0
1610612757,trail blazers,West,2011,0.006052876
1610612755,76ers,East,2011,0.090848966
1610612761,raptors,East,2011,0.037037037
1610612748,heat,East,2011,0.072189153
1610612749,bucks,East,2011,-0.057142857
1610612763,grizzlies,West,2011,0.155892256
1610612760,thunder,West,2011,0.04334596
1610612762,jazz,West,2012,0.0
1610612760,thunder,West,2012,0.145480159
1610612763,grizzlies,West,2012,0.0
1610612754,pacers,East,2012,0.103333333
1610612765,pistons,East,2012,0.525
1610612747,lakers,West,2012,0.198208219
1610612757,trail blazers,West,2012,-0.226666667
1610612751,nets,East,2012,0.089368762
1610612766,hornets,East,2012,0.0
1610612753,magic,East,2012,0.190648449
1610612749,bucks,East,2012,0.0
1610612759,spurs,West,2012,0.166666667
1610612752,knicks,East,2012,0.101250872
1610612746,clippers,West,2012,0.37
1610612742,mavericks,West,2012,0.117474747
1610612743,nuggets,West,2012,0.147619048
1610612756,suns,West,2012,0.220643939
1610612737,hawks,East,2012,0.122354497
1610612755,76ers,East,2012,0.118843194
1610612748,heat,East,2012,0.081148539
1610612745,rockets,West,2012,0.051061121
1610612758,kings,West,2012,0.14798396
1610612739,cavaliers,East,2012,0.0
1610612761,raptors,East,2012,0.133333333
1610612738,celtics,East,2012,0.234443182
1610612764,wizards,East,2012,-0.007338664
1610612740,pelicans,West,2012,0.367556818
1610612741,bulls,East,2012,0.147138799
1610612744,warriors,West,2012,0.202380952
1610612750,timberwolves,West,2012,0.27
1610612766,hornets,East,2013,0.277143
1610612750,timberwolves,West,2013,0.0
1610612748,heat,East,2013,0.10209596
1610612742,mavericks,West,2013,0.073469388
1610612754,pacers,East,2013,0.016547619
1610612751,nets,East,2013,0.084771241
1610612759,spurs,West,2013,0.097239293
1610612765,pistons,East,2013,0.333333333
1610612756,suns,West,2013,0.0
1610612740,pelicans,West,2013,0.0
1610612739,cavaliers,East,2013,0.125
1610612737,hawks,East,2013,0.378754579
1610612746,clippers,West,2013,0.071601732
1610612763,grizzlies,West,2013,0.0
1610612745,rockets,West,2013,0.106856576
1610612764,wizards,East,2013,0.0
1610612749,bucks,East,2013,0.0
1610612760,thunder,West,2013,0.1375
1610612752,knicks,East,2013,0.116654036
1610612747,lakers,West,2013,0.131188801
1610612758,kings,West,2013,0.060185185
1610612738,celtics,East,2013,0.089787959
1610612753,magic,East,2013,0.14789412
1610612757,trail blazers,West,2013,0.0
1610612741,bulls,East,2013,0.125638528
1610612743,nuggets,West,2013,0.0
1610612761,raptors,East,2013,0.318181818
1610612755,76ers,East,2013,-0.466666667
1610612744,warriors,West,2013,0.0
1610612762,jazz,West,2013,0.0
1610612749,bucks,East,2014,0.055858586
1610612765,pistons,East,2014,0.0
1610612752,knicks,East,2014,0.088709196
1610612740,pelicans,West,2014,0.0
1610612739,cavaliers,East,2014,0.15676582
1610612763,grizzlies,West,2014,0.090138889
1610612746,clippers,West,2014,0.114383117
1610612758,kings,West,2014,0.120833333
1610612737,hawks,East,2014,0.040257937
1610612761,raptors,East,2014,0.0
1610612762,jazz,West,2014,0.0
1610612764,wizards,East,2014,0.125
1610612756,suns,West,2014,-0.283333333
1610612748,heat,East,2014,0.172042929
1610612744,warriors,West,2014,0.086666667
1610612750,timberwolves,West,2014,0.217916667
1610612766,hornets,East,2014,0.0
1610612755,76ers,East,2014,0.11452862
1610612753,magic,East,2014,0.033333333
1610612741,bulls,East,2014,0.199665179
1610612757,trail blazers,West,2014,0.0
1610612743,nuggets,West,2014,0.1775
1610612738,celtics,East,2014,-0.12972583
1610612754,pacers,East,2014,-0.194805195
1610612747,lakers,West,2014,0.133732323
1610612745,rockets,West,2014,0.172222222
1610612751,nets,East,2014,-0.003710412
1610612760,thunder,West,2014,0.1875
1610612742,mavericks,West,2014,0.304166667
1610612759,spurs,West,2014,0.093571429
1610612766,hornets,East,2015,0.0
1610612745,rockets,West,2015,0.0
1610612758,kings,West,2015,0.061003706
1610612747,lakers,West,2015,0.271875
1610612764,wizards,East,2015,0.2375
1610612754,pacers,East,2015,0.0
1610612757,trail blazers,West,2015,0.155357143
1610612759,spurs,West,2015,0.174125
1610612760,thunder,West,2015,0.0875
1610612746,clippers,West,2015,0.19212963
1610612756,suns,West,2015,0.186958874
1610612765,pistons,East,2015,0.0
1610612739,cavaliers,East,2015,0.14904321
1610612752,knicks,East,2015,0.107507947
1610612748,heat,East,2015,0.214962121
1610612763,grizzlies,West,2015,0.0
1610612742,mavericks,West,2015,0.19212963
1610612740,pelicans,West,2015,0.288141026
1610612743,nuggets,West,2015,0.0
1610612744,warriors,West,2015,0.146835685
1610612749,bucks,East,2015,0.196363636
1610612738,celtics,East,2015,0.0
1610612755,76ers,East,2015,0.033333333
1610612741,bulls,East,2015,0.295
1610612762,jazz,West,2015,0.0
1610612737,hawks,East,2015,0.0
1610612750,timberwolves,West,2015,0.135277778
1610612761,raptors,East,2015,0.0
1610612753,magic,East,2015,0.0
1610612751,nets,East,2015,0.079757586
1610612741,bulls,East,2016,0.141248639
1610612759,spurs,West,2016,0.066666667
1610612751,nets,East,2016,0.117544192
1610612755,76ers,East,2016,0.136822992
1610612757,trail blazers,West,2016,0.0
1610612754,pacers,East,2016,0.0
1610612742,mavericks,West,2016,0.0
1610612753,magic,East,2016,0.246590909
1610612760,thunder,West,2016,0.226454545
1610612743,nuggets,West,2016,0.0
1610612750,timberwolves,West,2016,0.0
1610612747,lakers,West,2016,0.066073232
1610612749,bucks,East,2016,0.0
1610612766,hornets,East,2016,0.1
1610612738,celtics,East,2016,0.102083333
1610612761,raptors,East,2016,0.0
1610612758,kings,West,2016,-0.207386364
1610612752,knicks,East,2016,0.186071545
1610612762,jazz,West,2016,0.0
1610612765,pistons,East,2016,0.0
1610612737,hawks,East,2016,-0.195
1610612764,wizards,East,2016,0.0
1610612745,rockets,West,2016,0.0
1610612763,grizzlies,West,2016,0.0
1610612756,suns,West,2016,0.136363636
1610612748,heat,East,2016,0.09
1610612740,pelicans,West,2016,0.0
1610612739,cavaliers,East,2016,0.079142411
1610612744,warriors,West,2016,0.158559206
1610612746,clippers,West,2016,0.0
1610612748,heat,East,2017,0.135
1610612742,mavericks,West,2017,0.0
1610612761,raptors,East,2017,0.0
1610612741,bulls,East,2017,0.078863636
1610612752,knicks,East,2017,0.081989702
1610612747,lakers,West,2017,0.17945928
1610612757,trail blazers,West,2017,0.059027778
1610612745,rockets,West,2017,0.185757576
1610612762,jazz,West,2017,0.0
